NAICS_Code,salesdate,kind_of_business,sales,Adjusted
4481,3-1-2008,Clothing stores,13271,Y
4481,4-1-2008,Clothing stores,13401,Y
4481,5-1-2008,Clothing stores,13564,Y
4481,6-1-2008,Clothing stores,13594,Y
4481,7-1-2008,Clothing stores,13491,Y
4481,8-1-2008,Clothing stores,13426,Y
4481,9-1-2008,Clothing stores,12841,Y
4481,10-1-2008,Clothing stores,12612,Y
4481,11-1-2008,Clothing stores,12703,Y
4481,12-1-2008,Clothing stores,12549,Y
44811,1-1-2008,Men's clothing stores,755,Y
44811,2-1-2008,Men's clothing stores,725,Y
44811,3-1-2008,Men's clothing stores,732,Y
44811,4-1-2008,Men's clothing stores,726,Y
44811,5-1-2008,Men's clothing stores,732,Y
44811,6-1-2008,Men's clothing stores,729,Y
44811,7-1-2008,Men's clothing stores,697,Y
44811,8-1-2008,Men's clothing stores,704,Y
44811,9-1-2008,Men's clothing stores,684,Y
44811,10-1-2008,Men's clothing stores,655,Y
44811,11-1-2008,Men's clothing stores,654,Y
44811,12-1-2008,Men's clothing stores,631,Y
44812,1-1-2008,Women's clothing stores,3267,Y
44812,2-1-2008,Women's clothing stores,3285,Y
44812,3-1-2008,Women's clothing stores,3268,Y
44812,4-1-2008,Women's clothing stores,3310,Y
44812,5-1-2008,Women's clothing stores,3312,Y
44812,6-1-2008,Women's clothing stores,3280,Y
44812,7-1-2008,Women's clothing stores,3299,Y
44812,8-1-2008,Women's clothing stores,3278,Y
44812,9-1-2008,Women's clothing stores,3195,Y
44812,10-1-2008,Women's clothing stores,3068,Y
44812,11-1-2008,Women's clothing stores,3041,Y
44812,12-1-2008,Women's clothing stores,2928,Y
4482,1-1-2008,Shoe stores,2249,Y
4482,2-1-2008,Shoe stores,2207,Y
4482,3-1-2008,Shoe stores,2256,Y
4482,4-1-2008,Shoe stores,2288,Y
4482,5-1-2008,Shoe stores,2347,Y
4482,6-1-2008,Shoe stores,2336,Y
4482,7-1-2008,Shoe stores,2324,Y
4482,8-1-2008,Shoe stores,2318,Y
4482,9-1-2008,Shoe stores,2168,Y
4482,10-1-2008,Shoe stores,2168,Y
4482,11-1-2008,Shoe stores,2162,Y
4482,12-1-2008,Shoe stores,2125,Y
44831,1-1-2008,Jewelry stores,2631,Y
44831,2-1-2008,Jewelry stores,2550,Y
44831,3-1-2008,Jewelry stores,2642,Y
44831,4-1-2008,Jewelry stores,2527,Y
44831,5-1-2008,Jewelry stores,2566,Y
44831,6-1-2008,Jewelry stores,2614,Y
44831,7-1-2008,Jewelry stores,2654,Y
44831,8-1-2008,Jewelry stores,2612,Y
44831,9-1-2008,Jewelry stores,2403,Y
44831,10-1-2008,Jewelry stores,2380,Y
44831,11-1-2008,Jewelry stores,2154,Y
44831,12-1-2008,Jewelry stores,2053,Y
451,1-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6818,Y
451,2-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6751,Y
451,3-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6733,Y
451,4-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6809,Y
451,5-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6949,Y
451,6-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6879,Y
451,7-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6858,Y
451,8-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6931,Y
451,9-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6536,Y
451,10-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6426,Y
451,11-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6431,Y
451,12-1-2008,"Sporting goods, hobby, musical instrument, and book stores",6470,Y
452,1-1-2008,General merchandise stores,48951,Y
452,2-1-2008,General merchandise stores,48927,Y
452,3-1-2008,General merchandise stores,48990,Y
452,4-1-2008,General merchandise stores,49433,Y
452,5-1-2008,General merchandise stores,50375,Y
452,6-1-2008,General merchandise stores,50762,Y
452,7-1-2008,General merchandise stores,50582,Y
452,8-1-2008,General merchandise stores,50131,Y
452,9-1-2008,General merchandise stores,49436,Y
452,10-1-2008,General merchandise stores,49260,Y
452,11-1-2008,General merchandise stores,49464,Y
452,12-1-2008,General merchandise stores,48906,Y
4521,1-1-2008,Department stores,16813,Y
4521,2-1-2008,Department stores,16822,Y
4521,3-1-2008,Department stores,16697,Y
4521,4-1-2008,Department stores,16708,Y
4521,5-1-2008,Department stores,16916,Y
4521,6-1-2008,Department stores,17059,Y
4521,7-1-2008,Department stores,16779,Y
4521,8-1-2008,Department stores,16645,Y
4521,9-1-2008,Department stores,16079,Y
4521,10-1-2008,Department stores,16016,Y
4521,11-1-2008,Department stores,16329,Y
4521,12-1-2008,Department stores,15839,Y
4529,1-1-2008,Other general merchandise stores,32138,Y
4529,2-1-2008,Other general merchandise stores,32105,Y
4529,3-1-2008,Other general merchandise stores,32293,Y
4529,4-1-2008,Other general merchandise stores,32725,Y
4529,5-1-2008,Other general merchandise stores,33459,Y
4529,6-1-2008,Other general merchandise stores,33703,Y
4529,7-1-2008,Other general merchandise stores,33803,Y
4529,8-1-2008,Other general merchandise stores,33486,Y
4529,9-1-2008,Other general merchandise stores,33357,Y
4529,10-1-2008,Other general merchandise stores,33244,Y
4529,11-1-2008,Other general merchandise stores,33135,Y
4529,12-1-2008,Other general merchandise stores,33067,Y
45291,1-1-2008,Warehouse clubs and superstores,28279,Y
45291,2-1-2008,Warehouse clubs and superstores,28367,Y
45291,3-1-2008,Warehouse clubs and superstores,28575,Y
45291,4-1-2008,Warehouse clubs and superstores,28946,Y
45291,5-1-2008,Warehouse clubs and superstores,29602,Y
45291,6-1-2008,Warehouse clubs and superstores,29841,Y
45291,7-1-2008,Warehouse clubs and superstores,29922,Y
45291,8-1-2008,Warehouse clubs and superstores,29649,Y
45291,9-1-2008,Warehouse clubs and superstores,29572,Y
45291,10-1-2008,Warehouse clubs and superstores,29462,Y
45291,11-1-2008,Warehouse clubs and superstores,29382,Y
45291,12-1-2008,Warehouse clubs and superstores,29302,Y
45299,1-1-2008,All other gen. merchandise stores,3859,Y
45299,2-1-2008,All other gen. merchandise stores,3738,Y
45299,3-1-2008,All other gen. merchandise stores,3718,Y
45299,4-1-2008,All other gen. merchandise stores,3779,Y
45299,5-1-2008,All other gen. merchandise stores,3857,Y
45299,6-1-2008,All other gen. merchandise stores,3862,Y
45299,7-1-2008,All other gen. merchandise stores,3881,Y
45299,8-1-2008,All other gen. merchandise stores,3837,Y
45299,9-1-2008,All other gen. merchandise stores,3785,Y
45299,10-1-2008,All other gen. merchandise stores,3782,Y
45299,11-1-2008,All other gen. merchandise stores,3753,Y
45299,12-1-2008,All other gen. merchandise stores,3765,Y
453,1-1-2008,Miscellaneous stores retailers,10074,Y
453,2-1-2008,Miscellaneous stores retailers,9380,Y
453,3-1-2008,Miscellaneous stores retailers,9355,Y
453,4-1-2008,Miscellaneous stores retailers,9277,Y
453,5-1-2008,Miscellaneous stores retailers,9310,Y
453,6-1-2008,Miscellaneous stores retailers,9308,Y
453,7-1-2008,Miscellaneous stores retailers,9583,Y
453,8-1-2008,Miscellaneous stores retailers,9163,Y
453,9-1-2008,Miscellaneous stores retailers,9080,Y
453,10-1-2008,Miscellaneous stores retailers,8914,Y
453,11-1-2008,Miscellaneous stores retailers,8630,Y
453,12-1-2008,Miscellaneous stores retailers,8564,Y
454,1-1-2008,Nonstore retailers,26019,Y
454,2-1-2008,Nonstore retailers,26101,Y
454,3-1-2008,Nonstore retailers,26530,Y
454,4-1-2008,Nonstore retailers,27243,Y
454,5-1-2008,Nonstore retailers,27526,Y
454,6-1-2008,Nonstore retailers,27403,Y
454,7-1-2008,Nonstore retailers,27823,Y
454,8-1-2008,Nonstore retailers,27374,Y
454,9-1-2008,Nonstore retailers,27258,Y
454,10-1-2008,Nonstore retailers,26333,Y
454,11-1-2008,Nonstore retailers,25149,Y
454,12-1-2008,Nonstore retailers,24751,Y
4541,1-1-2008,Electronic shopping and mail order houses,18688,Y
4541,2-1-2008,Electronic shopping and mail order houses,18729,Y
4541,3-1-2008,Electronic shopping and mail order houses,18891,Y
4541,4-1-2008,Electronic shopping and mail order houses,19293,Y
4541,5-1-2008,Electronic shopping and mail order houses,19478,Y
4541,6-1-2008,Electronic shopping and mail order houses,19472,Y
4541,7-1-2008,Electronic shopping and mail order houses,19673,Y
4541,8-1-2008,Electronic shopping and mail order houses,19387,Y
4541,9-1-2008,Electronic shopping and mail order houses,19482,Y
4541,10-1-2008,Electronic shopping and mail order houses,19010,Y
4541,11-1-2008,Electronic shopping and mail order houses,18197,Y
4541,12-1-2008,Electronic shopping and mail order houses,18383,Y
45431,1-1-2008,Fuel dealers,3382,Y
45431,2-1-2008,Fuel dealers,3532,Y
45431,3-1-2008,Fuel dealers,3805,Y
45431,4-1-2008,Fuel dealers,4044,Y
45431,5-1-2008,Fuel dealers,4061,Y
45431,6-1-2008,Fuel dealers,3970,Y
45431,7-1-2008,Fuel dealers,4177,Y
45431,8-1-2008,Fuel dealers,3918,Y
45431,9-1-2008,Fuel dealers,3883,Y
45431,10-1-2008,Fuel dealers,3630,Y
45431,11-1-2008,Fuel dealers,3324,Y
45431,12-1-2008,Fuel dealers,2810,Y
722,1-1-2008,Food services and drinking places,37824,Y
722,2-1-2008,Food services and drinking places,37249,Y
722,3-1-2008,Food services and drinking places,37552,Y
722,4-1-2008,Food services and drinking places,37729,Y
722,5-1-2008,Food services and drinking places,38089,Y
722,6-1-2008,Food services and drinking places,38144,Y
722,7-1-2008,Food services and drinking places,38267,Y
722,8-1-2008,Food services and drinking places,38239,Y
722,9-1-2008,Food services and drinking places,38386,Y
722,10-1-2008,Food services and drinking places,38120,Y
722,11-1-2008,Food services and drinking places,38018,Y
722,12-1-2008,Food services and drinking places,38066,Y
None,1-1-2007,"Retail and food services sales, total",363616,Y
None,2-1-2007,"Retail and food services sales, total",364006,Y
None,3-1-2007,"Retail and food services sales, total",367158,Y
None,4-1-2007,"Retail and food services sales, total",366187,Y
None,5-1-2007,"Retail and food services sales, total",370934,Y
None,6-1-2007,"Retail and food services sales, total",368154,Y
None,7-1-2007,"Retail and food services sales, total",369614,Y
None,8-1-2007,"Retail and food services sales, total",371358,Y
None,9-1-2007,"Retail and food services sales, total",372869,Y
None,10-1-2007,"Retail and food services sales, total",375289,Y
None,11-1-2007,"Retail and food services sales, total",378860,Y
None,12-1-2007,"Retail and food services sales, total",374298,Y
None,1-1-2007,Retail sales and food services excl motor vehicle and parts,288217,Y
None,2-1-2007,Retail sales and food services excl motor vehicle and parts,288165,Y
None,3-1-2007,Retail sales and food services excl motor vehicle and parts,291686,Y
None,4-1-2007,Retail sales and food services excl motor vehicle and parts,289982,Y
None,5-1-2007,Retail sales and food services excl motor vehicle and parts,293748,Y
None,6-1-2007,Retail sales and food services excl motor vehicle and parts,293360,Y
None,7-1-2007,Retail sales and food services excl motor vehicle and parts,294682,Y
None,8-1-2007,Retail sales and food services excl motor vehicle and parts,294809,Y
None,9-1-2007,Retail sales and food services excl motor vehicle and parts,295693,Y
None,10-1-2007,Retail sales and food services excl motor vehicle and parts,297672,Y
None,11-1-2007,Retail sales and food services excl motor vehicle and parts,302939,Y
None,12-1-2007,Retail sales and food services excl motor vehicle and parts,300953,Y
None,1-1-2007,Retail sales and food services excl gasoline stations,329372,Y
None,2-1-2007,Retail sales and food services excl gasoline stations,329074,Y
None,3-1-2007,Retail sales and food services excl gasoline stations,331159,Y
None,4-1-2007,Retail sales and food services excl gasoline stations,329837,Y
None,5-1-2007,Retail sales and food services excl gasoline stations,332938,Y
None,6-1-2007,Retail sales and food services excl gasoline stations,330844,Y
None,7-1-2007,Retail sales and food services excl gasoline stations,332651,Y
None,8-1-2007,Retail sales and food services excl gasoline stations,334135,Y
None,9-1-2007,Retail sales and food services excl gasoline stations,334659,Y
None,10-1-2007,Retail sales and food services excl gasoline stations,335982,Y
None,11-1-2007,Retail sales and food services excl gasoline stations,336875,Y
None,12-1-2007,Retail sales and food services excl gasoline stations,332705,Y
None,1-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,253973,Y
None,2-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,253233,Y
None,3-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,255687,Y
None,4-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,253632,Y
None,5-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,255752,Y
None,6-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,256050,Y
None,7-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,257719,Y
None,8-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,257586,Y
None,9-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,257483,Y
None,10-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,258365,Y
None,11-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,260954,Y
None,12-1-2007,Retail sales and food services excl motor vehicle and parts and gasoline stations,259360,Y
None,1-1-2007,"Retail sales, total",327181,Y
None,2-1-2007,"Retail sales, total",327953,Y
None,3-1-2007,"Retail sales, total",330579,Y
None,4-1-2007,"Retail sales, total",329560,Y
None,5-1-2007,"Retail sales, total",334202,Y
None,6-1-2007,"Retail sales, total",331076,Y
None,7-1-2007,"Retail sales, total",332342,Y
None,8-1-2007,"Retail sales, total",334169,Y
None,9-1-2007,"Retail sales, total",335442,Y
None,10-1-2007,"Retail sales, total",337530,Y
None,11-1-2007,"Retail sales, total",341133,Y
None,12-1-2007,"Retail sales, total",336189,Y
None,1-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",251782,Y
None,2-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",252112,Y
None,3-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",255107,Y
None,4-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",253355,Y
None,5-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",257016,Y
None,6-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",256282,Y
None,7-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",257410,Y
None,8-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",257620,Y
None,9-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",258266,Y
None,10-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",259913,Y
None,11-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",265212,Y
None,12-1-2007,"Retail sales, total (excl. motor vehicle and parts dealers)",262844,Y
None,1-1-2007,GAFO(1),95346,Y
None,2-1-2007,GAFO(1),93848,Y
None,3-1-2007,GAFO(1),95552,Y
None,4-1-2007,GAFO(1),94448,Y
None,5-1-2007,GAFO(1),95092,Y
None,6-1-2007,GAFO(1),94834,Y
None,7-1-2007,GAFO(1),95755,Y
None,8-1-2007,GAFO(1),95988,Y
None,9-1-2007,GAFO(1),95203,Y
None,10-1-2007,GAFO(1),95659,Y
None,11-1-2007,GAFO(1),96837,Y
None,12-1-2007,GAFO(1),96336,Y
441,1-1-2007,Motor vehicle and parts dealers,75399,Y
441,2-1-2007,Motor vehicle and parts dealers,75841,Y
441,3-1-2007,Motor vehicle and parts dealers,75472,Y
441,4-1-2007,Motor vehicle and parts dealers,76205,Y
441,5-1-2007,Motor vehicle and parts dealers,77186,Y
441,6-1-2007,Motor vehicle and parts dealers,74794,Y
441,7-1-2007,Motor vehicle and parts dealers,74932,Y
441,8-1-2007,Motor vehicle and parts dealers,76549,Y
441,9-1-2007,Motor vehicle and parts dealers,77176,Y
441,10-1-2007,Motor vehicle and parts dealers,77617,Y
441,11-1-2007,Motor vehicle and parts dealers,75921,Y
441,12-1-2007,Motor vehicle and parts dealers,73345,Y
"4411,4412",1-1-2007,Automobile and other motor vehicle dealers,69294,Y
"4411,4412",2-1-2007,Automobile and other motor vehicle dealers,69794,Y
"4411,4412",3-1-2007,Automobile and other motor vehicle dealers,69224,Y
"4411,4412",4-1-2007,Automobile and other motor vehicle dealers,70074,Y
"4411,4412",5-1-2007,Automobile and other motor vehicle dealers,70918,Y
"4411,4412",6-1-2007,Automobile and other motor vehicle dealers,68600,Y
"4411,4412",7-1-2007,Automobile and other motor vehicle dealers,68703,Y
"4411,4412",8-1-2007,Automobile and other motor vehicle dealers,70288,Y
"4411,4412",9-1-2007,Automobile and other motor vehicle dealers,70881,Y
"4411,4412",10-1-2007,Automobile and other motor vehicle dealers,71206,Y
"4411,4412",11-1-2007,Automobile and other motor vehicle dealers,69638,Y
"4411,4412",12-1-2007,Automobile and other motor vehicle dealers,67126,Y
4413,1-1-2007,"Automotive parts, acc., and tire stores",6105,Y
4413,2-1-2007,"Automotive parts, acc., and tire stores",6047,Y
4413,3-1-2007,"Automotive parts, acc., and tire stores",6248,Y
4413,4-1-2007,"Automotive parts, acc., and tire stores",6131,Y
4413,5-1-2007,"Automotive parts, acc., and tire stores",6268,Y
4413,6-1-2007,"Automotive parts, acc., and tire stores",6194,Y
4413,7-1-2007,"Automotive parts, acc., and tire stores",6229,Y
4413,8-1-2007,"Automotive parts, acc., and tire stores",6261,Y
4413,9-1-2007,"Automotive parts, acc., and tire stores",6295,Y
4413,10-1-2007,"Automotive parts, acc., and tire stores",6411,Y
4413,11-1-2007,"Automotive parts, acc., and tire stores",6283,Y
4413,12-1-2007,"Automotive parts, acc., and tire stores",6219,Y
"442,443",1-1-2007,"Furniture, home furn, electronics, and appliance stores",18838,Y
"442,443",2-1-2007,"Furniture, home furn, electronics, and appliance stores",18492,Y
"442,443",3-1-2007,"Furniture, home furn, electronics, and appliance stores",18432,Y
"442,443",4-1-2007,"Furniture, home furn, electronics, and appliance stores",18438,Y
"442,443",5-1-2007,"Furniture, home furn, electronics, and appliance stores",18421,Y
"442,443",6-1-2007,"Furniture, home furn, electronics, and appliance stores",18287,Y
"442,443",7-1-2007,"Furniture, home furn, electronics, and appliance stores",18403,Y
"442,443",8-1-2007,"Furniture, home furn, electronics, and appliance stores",18574,Y
"442,443",9-1-2007,"Furniture, home furn, electronics, and appliance stores",18315,Y
"442,443",10-1-2007,"Furniture, home furn, electronics, and appliance stores",18435,Y
"442,443",11-1-2007,"Furniture, home furn, electronics, and appliance stores",18656,Y
"442,443",12-1-2007,"Furniture, home furn, electronics, and appliance stores",18377,Y
442,1-1-2007,Furniture and home furnishings stores,9609,Y
442,2-1-2007,Furniture and home furnishings stores,9369,Y
442,3-1-2007,Furniture and home furnishings stores,9406,Y
442,4-1-2007,Furniture and home furnishings stores,9430,Y
442,5-1-2007,Furniture and home furnishings stores,9331,Y
442,6-1-2007,Furniture and home furnishings stores,9264,Y
442,7-1-2007,Furniture and home furnishings stores,9315,Y
442,8-1-2007,Furniture and home furnishings stores,9300,Y
442,9-1-2007,Furniture and home furnishings stores,9141,Y
442,10-1-2007,Furniture and home furnishings stores,9142,Y
442,11-1-2007,Furniture and home furnishings stores,9094,Y
442,12-1-2007,Furniture and home furnishings stores,9009,Y
443,1-1-2007,Electronics and appliance stores,9229,Y
443,2-1-2007,Electronics and appliance stores,9123,Y
443,3-1-2007,Electronics and appliance stores,9026,Y
443,4-1-2007,Electronics and appliance stores,9008,Y
443,5-1-2007,Electronics and appliance stores,9090,Y
443,6-1-2007,Electronics and appliance stores,9023,Y
443,7-1-2007,Electronics and appliance stores,9088,Y
443,8-1-2007,Electronics and appliance stores,9274,Y
443,9-1-2007,Electronics and appliance stores,9174,Y
443,10-1-2007,Electronics and appliance stores,9293,Y
443,11-1-2007,Electronics and appliance stores,9562,Y
443,12-1-2007,Electronics and appliance stores,9368,Y
444,1-1-2007,Building mat. and garden equip. and supplies dealers,27533,Y
444,2-1-2007,Building mat. and garden equip. and supplies dealers,27088,Y
444,3-1-2007,Building mat. and garden equip. and supplies dealers,27506,Y
444,4-1-2007,Building mat. and garden equip. and supplies dealers,26610,Y
444,5-1-2007,Building mat. and garden equip. and supplies dealers,27144,Y
444,6-1-2007,Building mat. and garden equip. and supplies dealers,26638,Y
444,7-1-2007,Building mat. and garden equip. and supplies dealers,26860,Y
444,8-1-2007,Building mat. and garden equip. and supplies dealers,26625,Y
444,9-1-2007,Building mat. and garden equip. and supplies dealers,26412,Y
444,10-1-2007,Building mat. and garden equip. and supplies dealers,26248,Y
444,11-1-2007,Building mat. and garden equip. and supplies dealers,26566,Y
444,12-1-2007,Building mat. and garden equip. and supplies dealers,25634,Y
4441,1-1-2007,Building mat. and supplies dealers,24620,Y
4441,2-1-2007,Building mat. and supplies dealers,24037,Y
4441,3-1-2007,Building mat. and supplies dealers,24171,Y
4441,4-1-2007,Building mat. and supplies dealers,23833,Y
4441,5-1-2007,Building mat. and supplies dealers,24057,Y
4441,6-1-2007,Building mat. and supplies dealers,23748,Y
4441,7-1-2007,Building mat. and supplies dealers,23847,Y
4441,8-1-2007,Building mat. and supplies dealers,23568,Y
4441,9-1-2007,Building mat. and supplies dealers,23217,Y
4441,10-1-2007,Building mat. and supplies dealers,23030,Y
4441,11-1-2007,Building mat. and supplies dealers,23042,Y
4441,12-1-2007,Building mat. and supplies dealers,22691,Y
445,1-1-2007,Food and beverage stores,44856,Y
445,2-1-2007,Food and beverage stores,45274,Y
445,3-1-2007,Food and beverage stores,45271,Y
445,4-1-2007,Food and beverage stores,44988,Y
445,5-1-2007,Food and beverage stores,45454,Y
445,6-1-2007,Food and beverage stores,45627,Y
445,7-1-2007,Food and beverage stores,45754,Y
445,8-1-2007,Food and beverage stores,45643,Y
445,9-1-2007,Food and beverage stores,45853,Y
445,10-1-2007,Food and beverage stores,46113,Y
445,11-1-2007,Food and beverage stores,46624,Y
445,12-1-2007,Food and beverage stores,46831,Y
4451,1-1-2007,Grocery stores,40253,Y
4451,2-1-2007,Grocery stores,40646,Y
4451,3-1-2007,Grocery stores,40572,Y
4451,4-1-2007,Grocery stores,40416,Y
4451,5-1-2007,Grocery stores,40740,Y
4451,6-1-2007,Grocery stores,40870,Y
4451,7-1-2007,Grocery stores,41044,Y
4451,8-1-2007,Grocery stores,40954,Y
4451,9-1-2007,Grocery stores,41095,Y
4451,10-1-2007,Grocery stores,41379,Y
4451,11-1-2007,Grocery stores,41868,Y
4451,12-1-2007,Grocery stores,41998,Y
4453,1-1-2007,"Beer, wine and liquor stores",3077,Y
4453,2-1-2007,"Beer, wine and liquor stores",3129,Y
4453,3-1-2007,"Beer, wine and liquor stores",3170,Y
4453,4-1-2007,"Beer, wine and liquor stores",3103,Y
4453,5-1-2007,"Beer, wine and liquor stores",3214,Y
4453,6-1-2007,"Beer, wine and liquor stores",3257,Y
4453,7-1-2007,"Beer, wine and liquor stores",3225,Y
4453,8-1-2007,"Beer, wine and liquor stores",3184,Y
4453,9-1-2007,"Beer, wine and liquor stores",3198,Y
4453,10-1-2007,"Beer, wine and liquor stores",3156,Y
4453,11-1-2007,"Beer, wine and liquor stores",3182,Y
4453,12-1-2007,"Beer, wine and liquor stores",3235,Y
446,1-1-2007,Health and personal care stores,19423,Y
446,2-1-2007,Health and personal care stores,19401,Y
446,3-1-2007,Health and personal care stores,19540,Y
446,4-1-2007,Health and personal care stores,19572,Y
446,5-1-2007,Health and personal care stores,19650,Y
446,6-1-2007,Health and personal care stores,19880,Y
446,7-1-2007,Health and personal care stores,19831,Y
446,8-1-2007,Health and personal care stores,20014,Y
446,9-1-2007,Health and personal care stores,20132,Y
446,10-1-2007,Health and personal care stores,19988,Y
446,11-1-2007,Health and personal care stores,19938,Y
446,12-1-2007,Health and personal care stores,19825,Y
44611,1-1-2007,Pharmacies and drug stores,16668,Y
44611,2-1-2007,Pharmacies and drug stores,16620,Y
44611,3-1-2007,Pharmacies and drug stores,16723,Y
44611,4-1-2007,Pharmacies and drug stores,16750,Y
44611,5-1-2007,Pharmacies and drug stores,16792,Y
44611,6-1-2007,Pharmacies and drug stores,16868,Y
44611,7-1-2007,Pharmacies and drug stores,16949,Y
44611,8-1-2007,Pharmacies and drug stores,16975,Y
44611,9-1-2007,Pharmacies and drug stores,17003,Y
44611,10-1-2007,Pharmacies and drug stores,16942,Y
44611,11-1-2007,Pharmacies and drug stores,16950,Y
44611,12-1-2007,Pharmacies and drug stores,17069,Y
447,1-1-2007,Gasoline stations,34244,Y
447,2-1-2007,Gasoline stations,34932,Y
447,3-1-2007,Gasoline stations,35999,Y
447,4-1-2007,Gasoline stations,36350,Y
447,5-1-2007,Gasoline stations,37996,Y
447,6-1-2007,Gasoline stations,37310,Y
447,7-1-2007,Gasoline stations,36963,Y
447,8-1-2007,Gasoline stations,37223,Y
447,9-1-2007,Gasoline stations,38210,Y
447,10-1-2007,Gasoline stations,39307,Y
447,11-1-2007,Gasoline stations,41985,Y
447,12-1-2007,Gasoline stations,41593,Y
448,1-1-2007,Clothing and clothing access. stores,18493,Y
448,2-1-2007,Clothing and clothing access. stores,18144,Y
448,3-1-2007,Clothing and clothing access. stores,18643,Y
448,4-1-2007,Clothing and clothing access. stores,18189,Y
448,5-1-2007,Clothing and clothing access. stores,18545,Y
448,6-1-2007,Clothing and clothing access. stores,18388,Y
448,7-1-2007,Clothing and clothing access. stores,18522,Y
448,8-1-2007,Clothing and clothing access. stores,18491,Y
448,9-1-2007,Clothing and clothing access. stores,18412,Y
448,10-1-2007,Clothing and clothing access. stores,18431,Y
448,11-1-2007,Clothing and clothing access. stores,18759,Y
448,12-1-2007,Clothing and clothing access. stores,18570,Y
4481,1-1-2007,Clothing stores,13515,Y
4481,2-1-2007,Clothing stores,13294,Y
4481,3-1-2007,Clothing stores,13689,Y
4481,4-1-2007,Clothing stores,13290,Y
4481,5-1-2007,Clothing stores,13564,Y
4481,6-1-2007,Clothing stores,13416,Y
4481,7-1-2007,Clothing stores,13471,Y
4481,8-1-2007,Clothing stores,13484,Y
4481,9-1-2007,Clothing stores,13426,Y
4481,10-1-2007,Clothing stores,13444,Y
4481,11-1-2007,Clothing stores,13689,Y
4481,12-1-2007,Clothing stores,13576,Y
44811,1-1-2007,Men's clothing stores,782,Y
44811,2-1-2007,Men's clothing stores,770,Y
44811,3-1-2007,Men's clothing stores,738,Y
44811,4-1-2007,Men's clothing stores,747,Y
44811,5-1-2007,Men's clothing stores,739,Y
44811,6-1-2007,Men's clothing stores,724,Y
44811,7-1-2007,Men's clothing stores,720,Y
44811,8-1-2007,Men's clothing stores,667,Y
44811,9-1-2007,Men's clothing stores,705,Y
44811,10-1-2007,Men's clothing stores,718,Y
44811,11-1-2007,Men's clothing stores,736,Y
44811,12-1-2007,Men's clothing stores,752,Y
44812,1-1-2007,Women's clothing stores,3392,Y
44812,2-1-2007,Women's clothing stores,3363,Y
44812,3-1-2007,Women's clothing stores,3404,Y
44812,4-1-2007,Women's clothing stores,3369,Y
44812,5-1-2007,Women's clothing stores,3540,Y
44812,6-1-2007,Women's clothing stores,3433,Y
44812,7-1-2007,Women's clothing stores,3112,Y
44812,8-1-2007,Women's clothing stores,3374,Y
44812,9-1-2007,Women's clothing stores,3323,Y
44812,10-1-2007,Women's clothing stores,3343,Y
44812,11-1-2007,Women's clothing stores,3353,Y
44812,12-1-2007,Women's clothing stores,3338,Y
4482,1-1-2007,Shoe stores,2278,Y
4482,2-1-2007,Shoe stores,2150,Y
4482,3-1-2007,Shoe stores,2288,Y
4482,4-1-2007,Shoe stores,2216,Y
4482,5-1-2007,Shoe stores,2204,Y
4482,6-1-2007,Shoe stores,2230,Y
4482,7-1-2007,Shoe stores,2266,Y
4482,8-1-2007,Shoe stores,2263,Y
4482,9-1-2007,Shoe stores,2219,Y
4482,10-1-2007,Shoe stores,2208,Y
4482,11-1-2007,Shoe stores,2249,Y
4482,12-1-2007,Shoe stores,2248,Y
44831,1-1-2007,Jewelry stores,2543,Y
